year,month,day,order,product
2008,4,28,2,A11
2008,4,28,1,P6
2008,4,28,2,P11
2008,4,28,3,P33
2008,4,28,4,P48
2008,4,28,5,A29
2008,4,28,6,A32
2008,4,28,1,P32
2008,4,28,2,A33
2008,4,28,3,A31
2008,4,28,4,P49
2008,4,28,5,P47
2008,4,28,6,P63
2008,4,28,1,C13
2008,4,28,2,C51
2008,4,28,3,C56
2008,4,28,4,P77
2008,4,28,1,P63
2008,4,28,2,C41
2008,4,28,1,B27
2008,4,28,1,B4
2008,4,28,2,B17
2008,4,28,3,B23
2008,4,28,4,B34
2008,4,28,5,C25
2008,4,28,6,C33
2008,4,28,7,P1
2008,4,28,8,A11
2008,4,28,1,A11
2008,4,28,2,A14
2008,4,28,3,A10
2008,4,28,1,A2
2008,4,28,2,A7
2008,4,28,3,A8
2008,4,28,4,A10
2008,4,28,5,C51
2008,4,28,6,C50
2008,4,28,1,A7
2008,4,28,2,A32
2008,4,28,3,A32
2008,4,28,1,A21
2008,4,28,2,C20
2008,4,28,3,C33
2008,4,28,4,C23
2008,4,28,5,C44
2008,4,28,6,P1
2008,4,28,7,P3
2008,4,28,8,P4
2008,4,28,9,P5
2008,4,28,10,P6
2008,4,28,11,P8
2008,4,28,12,P10
2008,4,28,13,P11
2008,4,28,14,P12
2008,4,28,15,P14
2008,4,28,16,P16
2008,4,28,17,P17
2008,4,28,18,P18
2008,4,28,19,P26
2008,4,28,20,P30
2008,4,28,21,P31
2008,4,28,22,P33
2008,4,28,23,P49
2008,4,28,24,P55
2008,4,28,25,P57
2008,4,28,1,A1
2008,4,28,2,A7
2008,4,28,3,A8
2008,4,28,1,B13
2008,4,28,2,B6
2008,4,28,3,B10
2008,4,28,4,B17
2008,4,28,1,C38
2008,4,28,2,B1
2008,4,28,3,B10
2008,4,28,1,B1
2008,4,28,2,B15
2008,4,28,3,B21
2008,4,28,4,C4
2008,4,28,5,C1
2008,4,28,6,C11
2008,4,28,7,C19
2008,4,28,8,C59
2008,4,28,1,C5
2008,4,28,2,C7
2008,4,28,3,C49
2008,4,28,4,P36
2008,4,28,5,P57
2008,4,28,1,A11
2008,4,28,2,A24
2008,4,28,3,A26
2008,4,28,4,A21
2008,4,28,5,A31
2008,4,28,6,B11
2008,4,28,7,B15
2008,4,28,8,B10
2008,4,28,9,B27
2008,4,28,10,B25
2008,4,28,11,B32
2008,4,28,12,A13
2008,4,28,13,A12
2008,4,28,14,A4
2008,4,28,15,A15
2008,4,28,16,A16
2008,4,28,17,A17
2008,4,29,1,C33
2008,4,29,2,C21
2008,4,29,3,C21
2008,4,29,4,C28
2008,4,29,5,C54
2008,4,29,1,A2
2008,4,29,2,A2
2008,4,29,3,A6
2008,4,29,4,A9
2008,4,29,5,A9
2008,4,29,6,A5
2008,4,29,7,A7
2008,4,29,8,C29
2008,4,29,9,C29
2008,4,29,10,C56
2008,4,29,1,B2
2008,4,29,2,B20
2008,4,29,3,B21
2008,4,29,4,B23
2008,4,29,5,B26
2008,4,29,6,A14
2008,4,29,7,A9
2008,4,29,8,A3
2008,4,29,1,B10
2008,4,29,2,B11
2008,4,29,3,B13
2008,4,29,4,B14
2008,4,29,5,B15
2008,4,29,6,P1
2008,4,29,7,P3
2008,4,29,8,P15
2008,4,29,1,B23
2008,4,29,2,B31
2008,4,29,3,B32
2008,4,29,4,B13
2008,4,29,5,C36
2008,4,29,6,C30
2008,4,29,7,C34
2008,4,29,8,C49
2008,4,29,9,C40
2008,4,29,10,C42
2008,4,29,11,C35
2008,4,29,12,C10
2008,4,29,13,C4
2008,4,29,1,A13
2008,4,29,2,A14
2008,4,29,3,A32
2008,4,29,4,A42
2008,4,29,5,A2
2008,4,29,6,A11
2008,4,29,1,B6
2008,4,29,2,B31
2008,4,29,3,B34
2008,4,29,4,C14
2008,4,29,5,C6
2008,4,29,6,C51
2008,4,29,1,C34
2008,4,29,1,P57
2008,4,29,2,P16
2008,4,29,3,B15
2008,4,29,4,B23
2008,4,29,5,P48
2008,4,29,6,P38
2008,4,29,7,P16
2008,4,29,1,C5
2008,4,29,2,C14
2008,4,29,3,C56
2008,4,29,4,B24
2008,4,29,5,B31
2008,4,29,6,C56
2008,4,29,1,A11
2008,4,29,2,A1
2008,4,29,3,A2
2008,4,29,4,A3
2008,4,29,5,A5
2008,4,29,6,A6
2008,4,29,7,A8
2008,4,29,8,A10
2008,4,29,9,A12
2008,4,29,10,A13
2008,4,29,11,A17
2008,4,29,12,A18
2008,4,29,13,A14
2008,4,29,14,C15
2008,4,29,15,B9
2008,4,29,16,B1
2008,4,29,17,B3
2008,4,29,18,B10
2008,4,29,19,B12
2008,4,29,20,B17
2008,4,29,21,B14
2008,4,29,22,B2
2008,4,29,1,B1
2008,4,29,2,B4
2008,4,29,3,C16
2008,4,29,1,A9
2008,4,29,2,A12
2008,4,29,3,A3
2008,4,29,4,A5
2008,4,29,5,A6
2008,4,29,6,A8
2008,4,29,7,A21
2008,4,29,8,C34
2008,4,29,1,A2
2008,4,29,2,A21
2008,4,29,3,A16
2008,4,29,4,A3
2008,4,29,5,A5
2008,4,29,6,A10
2008,4,29,7,C9
2008,4,29,8,C6
2008,4,29,9,C29
2008,4,29,10,C40
2008,4,29,11,C56
2008,4,29,12,C57
2008,4,29,13,C59
2008,4,29,14,P23
2008,4,29,15,B4
2008,4,29,16,B23
2008,4,29,1,P1
2008,4,29,2,P50
2008,4,29,3,P82
2008,4,29,1,B16
2008,4,29,2,B15
2008,4,29,3,B4
2008,4,29,1,B7
2008,4,29,2,B7
2008,4,29,1,P12
2008,4,29,2,B15
2008,4,29,1,A30
2008,4,29,2,P15
2008,4,29,1,B24
2008,4,29,2,B24
2008,4,29,1,P19
2008,4,29,1,A10
2008,4,29,2,A6
2008,4,29,1,A21
2008,4,29,1,A16
2008,4,29,2,A11
2008,4,29,3,A11
2008,4,29,4,A17
2008,4,29,5,A17
2008,4,29,6,A1
2008,4,29,7,A13
2008,4,29,8,A15
2008,4,29,9,A15
2008,4,29,10,A18
2008,4,29,11,A21
2008,4,29,12,A22
2008,4,29,13,A22
2008,4,29,14,A30
2008,4,29,15,A33
2008,4,29,16,A33
2008,4,29,17,A13
2008,4,29,18,A13
2008,4,29,19,A11
2008,4,29,20,C29
2008,4,29,21,C29
2008,4,29,22,C36
2008,4,29,23,C36
2008,4,29,24,C35
2008,4,29,25,C35
2008,4,29,26,C40
2008,4,29,27,C40
2008,4,29,28,C48
2008,4,29,29,C48
2008,4,29,30,C56
2008,4,29,31,C56
2008,4,29,32,B4
2008,4,29,33,B16
2008,4,29,34,B16
2008,4,29,35,B2
2008,4,29,36,B3
2008,4,29,37,B3
2008,4,29,38,A11
2008,4,29,1,A1
2008,4,29,2,A21
2008,4,29,3,A33
2008,4,29,4,A32
2008,4,29,5,A22
2008,4,29,6,A12
2008,4,29,1,C58
2008,4,29,2,A3
2008,4,29,3,A8
2008,4,29,4,A37
2008,4,29,5,C58
2008,4,29,6,C55
2008,4,29,7,C39
2008,4,29,8,C43
2008,4,29,9,C44
2008,4,29,10,C2
2008,4,29,1,B8
2008,4,29,2,C51
2008,4,29,3,A16
2008,4,29,1,C13
2008,4,29,2,C30
2008,4,29,3,C56
2008,4,29,4,P16
2008,4,29,5,P69
2008,4,29,6,P80
2008,4,29,7,B1
2008,4,29,8,B30
2008,4,29,1,C7
2008,4,29,2,C14
2008,4,29,3,A12
2008,4,29,1,B4
2008,4,29,2,B3
2008,4,29,1,B3
2008,4,29,2,B30
2008,4,29,3,B31
2008,4,29,4,B6
2008,4,29,5,B5
2008,4,29,6,A23
2008,4,29,7,A31
2008,4,29,8,A35
2008,4,29,1,A9
2008,4,29,1,A2
2008,4,29,2,A8
2008,4,29,3,A15
2008,4,29,4,A21
2008,4,29,5,A32
2008,4,29,6,C24
2008,4,29,7,C35
2008,4,29,1,B4
2008,4,29,2,B12
2008,4,29,3,B12
2008,4,29,1,C1
2008,4,29,2,C50
2008,4,29,3,C50
2008,4,29,4,C56
2008,4,29,5,C56
2008,4,29,6,C34
2008,4,29,7,C34
2008,4,29,8,C37
2008,4,29,9,A13
2008,4,29,1,A13
2008,4,29,1,P60
2008,4,29,2,P55
2008,4,29,3,P55
2008,4,29,1,A12
2008,4,29,2,A10
2008,4,29,3,A21
2008,4,29,4,C34
2008,4,29,1,B10
2008,4,29,2,B13
2008,4,29,3,P13
2008,4,29,4,P18
2008,4,29,5,P12
2008,4,29,6,P16
2008,4,29,1,C34
2008,4,29,2,C50
2008,4,29,3,C51
2008,4,29,4,A31
2008,4,29,5,A29
2008,4,29,6,B4
2008,4,29,1,A15
2008,4,29,2,A16
2008,4,29,3,A18
2008,4,29,4,A4
2008,4,29,5,P11
2008,4,29,6,P9
2008,4,29,1,A3
2008,4,29,2,A3
2008,4,29,3,A12
2008,4,29,4,A12
2008,4,29,5,A13
2008,4,29,6,A21
2008,4,29,7,A21
2008,4,29,8,A21
2008,4,29,9,A30
2008,4,29,10,A30
2008,4,29,11,A33
2008,4,29,12,A33
2008,4,29,13,A34
2008,4,29,14,C48
2008,4,29,15,B4
2008,4,29,16,B4
2008,4,29,1,C17
2008,4,29,2,C33
2008,4,29,3,C29
2008,4,29,4,A4
2008,4,29,5,A29
2008,4,29,6,P4
2008,4,29,1,B23
2008,4,29,2,P16
2008,4,29,1,P1
2008,4,29,2,B10
2008,4,29,3,B11
2008,4,29,4,B12
2008,4,29,5,B14
2008,4,29,1,A16
2008,4,29,2,A25
2008,4,29,3,A31
2008,4,29,4,A28
2008,4,29,5,B1
2008,4,29,6,B3
2008,4,29,7,B4
2008,4,29,8,B9
2008,4,29,9,B9
2008,4,29,10,B11
2008,4,29,11,B12
2008,4,29,12,B13
2008,4,29,13,B15
2008,4,29,14,B15
2008,4,29,15,B16
2008,4,29,16,B17
2008,4,29,17,B17
2008,4,29,18,C4
2008,4,29,19,C11
2008,4,29,20,C13
2008,4,29,21,C15
2008,4,29,22,C18
2008,4,29,23,C30
2008,4,29,24,C27
2008,4,29,25,C27
2008,4,29,26,C34
2008,4,29,27,C36
2008,4,29,28,C26
2008,4,29,29,C46
2008,4,29,30,C48
2008,4,29,31,C41
2008,4,29,32,C56
2008,4,29,33,P35
2008,4,29,34,P16
2008,4,29,35,P40
2008,4,29,36,P45
2008,4,29,37,P73
2008,4,29,1,A3
2008,4,29,2,B1
2008,4,29,3,B13
2008,4,29,4,C5
2008,4,29,5,C15
2008,4,29,6,C12
2008,4,29,7,P9
2008,4,29,8,P8
2008,4,29,9,P12
2008,4,29,10,P36
2008,4,29,11,P49
2008,4,29,12,B4
2008,4,29,1,P17
2008,4,29,1,C2
2008,4,29,2,C14
2008,4,29,3,C19
2008,4,29,4,C30
2008,4,29,5,C34
2008,4,29,6,B15
2008,4,29,7,B16
2008,4,29,8,C17
2008,4,29,1,A2
2008,4,29,2,A15
2008,4,29,3,A11
2008,4,29,4,B13
2008,4,29,5,C43
2008,4,29,6,P33
2008,4,29,7,P33
2008,4,29,8,P20
2008,4,29,1,P42
2008,4,29,2,P42
2008,4,29,3,P48
2008,4,29,4,P48
2008,4,29,5,P46
2008,4,29,6,P49
2008,4,29,7,P49
2008,4,29,8,P50
2008,4,29,9,P55
2008,4,29,10,P56
2008,4,29,11,P60
2008,4,29,12,P61
2008,4,29,13,P66
2008,4,29,14,P72
2008,4,29,15,P72
2008,4,29,16,P77
2008,4,29,17,P77
2008,4,29,18,P76
2008,4,29,19,P76
2008,4,29,20,P80
2008,4,29,21,P82
2008,4,29,22,C3
2008,4,29,23,C9
2008,4,29,24,C36
2008,4,29,25,C38
2008,4,29,26,C38
2008,4,29,27,C44
2008,4,29,28,B2
2008,4,29,29,B4
2008,4,29,30,C5
2008,4,29,31,C6
2008,4,29,32,C26
2008,4,29,33,C33
2008,4,29,34,C45
2008,4,29,35,C45
2008,4,29,36,C50
2008,4,29,37,P49
2008,4,29,38,P49
2008,4,29,39,P50
2008,4,29,40,P55
2008,4,29,41,P55
2008,4,29,42,P66
2008,4,29,43,P81
2008,4,29,44,P81
2008,4,29,1,A15
2008,4,29,1,C1
2008,4,29,2,C26
2008,4,29,3,B23
2008,4,29,1,P34
2008,4,29,2,P23
2008,4,29,1,A11
2008,4,29,2,A11
2008,4,29,1,C49
2008,4,29,2,C38
2008,4,29,3,C50
2008,4,29,4,C11
2008,4,29,5,B4
2008,4,29,6,B13
2008,4,29,7,B24
2008,4,29,8,P15
2008,4,29,9,P48
2008,4,29,10,P42
2008,4,29,11,P58
2008,4,29,12,A8
2008,4,29,1,B11
2008,4,29,2,B10
2008,4,29,3,B13
2008,4,29,4,B30
2008,4,29,5,B24
2008,4,29,6,B27
2008,4,29,7,C6
2008,4,29,8,A34
2008,4,29,9,A33
2008,4,29,1,A17
2008,4,29,2,A17
2008,4,29,3,P8
2008,4,29,4,P3
2008,4,29,5,P6
2008,4,29,6,P5
2008,4,29,7,P12
2008,4,29,8,P4
2008,4,29,9,P10
2008,4,29,10,P13
2008,4,29,11,A2
2008,4,29,12,A15
2008,4,29,13,A17
2008,4,29,14,A5
2008,4,29,15,A16
2008,4,29,16,A13
2008,4,29,17,A7
2008,4,29,18,A17
2008,4,29,19,A17
2008,4,29,20,A17
2008,4,29,21,A18
2008,4,29,22,A18
2008,4,29,23,A18
2008,4,29,24,A9
2008,4,29,25,P18
2008,4,29,26,P17
2008,4,29,27,P8
2008,4,29,28,P8
2008,4,29,29,A17
2008,4,29,30,A18
2008,4,29,31,A3
2008,4,29,32,A9
2008,4,29,33,A10
2008,4,29,34,A9
2008,4,29,35,C18
2008,4,29,36,C10
2008,4,29,37,C4
2008,4,29,38,C11
2008,4,29,39,A4
2008,4,29,40,A11
2008,4,29,1,C5
2008,4,29,2,C6
2008,4,29,3,C7
2008,4,29,4,C8
2008,4,29,5,C9
2008,4,29,6,C29
2008,4,29,7,C51
2008,4,29,8,C41
2008,4,29,1,A6
2008,4,29,2,A8
2008,4,29,3,A9
2008,4,29,4,A2
2008,4,29,5,A2
2008,4,29,6,A3
2008,4,29,7,A5
2008,4,29,8,A7
2008,4,29,9,A7
2008,4,29,10,A10
2008,4,29,11,A10
2008,4,29,12,A11
2008,4,29,13,A11
2008,4,29,14,A12
2008,4,29,15,A9
2008,4,29,16,A9
2008,4,29,17,C34
2008,4,29,18,C34
2008,4,29,19,C32
2008,4,29,20,C40
2008,4,29,21,C48
2008,4,29,22,C51
2008,4,29,23,C9
2008,4,29,24,C18
2008,4,29,25,C29
2008,4,29,26,C30
2008,4,29,27,C33
2008,4,29,28,C34
2008,4,29,29,C36
2008,4,29,30,C38
2008,4,29,31,C44
2008,4,29,32,C48
2008,4,29,33,C46
2008,4,29,34,B34
2008,4,29,1,P13
2008,4,29,1,A10
2008,4,29,2,C2
2008,4,29,3,C10
2008,4,29,4,C38
2008,4,29,5,C49
2008,4,29,6,B17
2008,4,29,7,B15
2008,4,29,8,B16
2008,4,29,9,B15
2008,4,29,10,A38
2008,4,29,11,A20
2008,4,29,12,A19
2008,4,29,13,B12
2008,4,29,14,B1
2008,4,29,15,B14
2008,4,29,16,B11
2008,4,29,17,B15
2008,4,29,18,B26
2008,4,29,19,B19
2008,4,29,20,B33
2008,4,29,21,B23
2008,4,29,22,B15
2008,4,29,23,C1
2008,4,29,24,C12
2008,4,29,25,C17
2008,4,29,26,C10
2008,4,29,27,C7
2008,4,29,28,C2
2008,4,29,29,C23
2008,4,29,30,C29
2008,4,29,31,C35
2008,4,29,32,C54
2008,4,29,33,C38
2008,4,29,34,C48
2008,4,29,35,C57
2008,4,29,36,C39
2008,4,29,37,C46
2008,4,29,38,A13
2008,4,29,39,A4
2008,4,29,40,A23
2008,4,29,41,B15
2008,4,29,42,B19
2008,4,29,43,C3
2008,4,29,44,C10
2008,4,29,45,C17
2008,4,29,46,C23
2008,4,29,47,C38
2008,4,29,48,C38
2008,4,29,49,C48
2008,4,29,50,C59
2008,4,29,51,C48
2008,4,29,52,C28
2008,4,29,53,C22
2008,4,29,54,C35
2008,4,29,55,C25
2008,4,29,56,C4
2008,4,29,57,B15
2008,4,29,58,B1
2008,4,29,59,B16
2008,4,29,60,C1
2008,4,29,61,C3
2008,4,29,62,C17
2008,4,29,63,C25
2008,4,29,64,C32
2008,4,29,65,C38
2008,4,29,66,C48
2008,4,29,67,C45
2008,4,29,68,C54
2008,4,29,69,C57
2008,4,29,70,A10
2008,4,29,1,B15
2008,4,29,2,A4
2008,4,29,3,P19
2008,4,29,4,P19
2008,4,29,5,P19
2008,4,29,1,A1
2008,4,29,2,A3
2008,4,29,3,A2
2008,4,29,4,A5
2008,4,29,5,A6
2008,4,29,6,A8
2008,4,29,7,A10
2008,4,29,8,C14
2008,4,29,9,C13
2008,4,29,10,C5
2008,4,29,11,C1
2008,4,29,12,A10
2008,4,29,13,A9
2008,4,29,14,A12
2008,4,29,15,A5
2008,4,29,1,A10
2008,4,29,2,A11
2008,4,29,3,A11
2008,4,29,4,A1
2008,4,29,5,A2
2008,4,29,6,A2
2008,4,29,7,A3
2008,4,29,8,A4
2008,4,29,9,A5
2008,4,29,10,A6
2008,4,29,11,A7
2008,4,29,12,A9
2008,4,29,13,A10
2008,4,29,14,A11
2008,4,29,15,A13
2008,4,29,16,A12
2008,4,29,17,A14
2008,4,29,18,A15
2008,4,29,19,A31
2008,4,29,20,A35
2008,4,29,21,A27
2008,4,29,22,A28
2008,4,29,23,A19
2008,4,29,24,A21
2008,4,29,25,A2
2008,4,29,26,B2
2008,4,29,27,B3
2008,4,29,28,B8
2008,4,29,29,B10
2008,4,29,30,B13
2008,4,29,31,B17
2008,4,29,32,C17
2008,4,29,33,C33
2008,4,29,34,C23
2008,4,29,35,C27
2008,4,29,36,C41
2008,4,29,1,B12
2008,4,29,2,B10
2008,4,29,3,B15
2008,4,29,1,C21
2008,4,29,1,C5
2008,4,29,2,C53
2008,4,29,3,C30
2008,4,29,4,B24
2008,4,29,1,A4
2008,4,29,2,A4
2008,4,29,1,B16
2008,4,29,2,B17
2008,4,29,3,A15
2008,4,29,1,A28
2008,4,29,2,A31
2008,4,29,3,A27
2008,4,29,4,C5
2008,4,29,5,C36
2008,4,29,6,C16
2008,4,29,1,A17
2008,4,29,1,A1
2008,4,29,2,A2
2008,4,29,3,A3
2008,4,29,4,A5
2008,4,29,5,A6
2008,4,29,6,A9
2008,4,29,7,A10
2008,4,29,8,A10
2008,4,29,9,A32
2008,4,29,10,P4
2008,4,29,11,P1
2008,4,29,12,P2
2008,4,29,1,C23
2008,4,29,2,A26
2008,4,29,1,B12
2008,4,29,2,P11
2008,4,29,3,P81
2008,4,29,1,B4
2008,4,29,1,P12
2008,4,29,2,P60
2008,4,29,1,C5
2008,4,29,2,C7
2008,4,29,3,C12
2008,4,29,4,C13
2008,4,29,5,C14
2008,4,29,6,C16
2008,4,29,7,C42
2008,4,29,8,C46
2008,4,29,9,B10
2008,4,29,10,B14
2008,4,29,11,B22
2008,4,29,12,B21
2008,4,29,13,B24
2008,4,29,14,B25
2008,4,29,15,B26
2008,4,29,16,B32
2008,4,29,1,P16
2008,4,29,1,C4
2008,4,29,2,C24
2008,4,29,3,C49
2008,4,29,4,C49
2008,4,29,5,C50
2008,4,29,6,A15
2008,4,29,1,B1
2008,4,29,2,B16
2008,4,29,3,B6
2008,4,29,1,P1
2008,4,29,1,P15
2008,4,29,2,P5
2008,4,29,3,P1
2008,4,29,4,P1
2008,4,29,5,P13
2008,4,29,6,P13
2008,4,29,7,P13
2008,4,29,8,P12
2008,4,29,9,P12
2008,4,29,10,P12
2008,4,29,11,P14
2008,4,29,12,P6
2008,4,29,13,P6
2008,4,29,14,P8
2008,4,29,15,P9
2008,4,29,16,P9
2008,4,29,17,P16
2008,4,29,18,P16
2008,4,29,19,P17
2008,4,29,20,P19
2008,4,29,21,P19
2008,4,29,22,P20
2008,4,29,23,P20
2008,4,29,24,P23
2008,4,29,25,P23
2008,4,29,26,P24
2008,4,29,27,P24
2008,4,29,28,P25
2008,4,29,29,P25
2008,4,29,30,P26
2008,4,29,31,P26
2008,4,29,32,P27
2008,4,29,33,P27
2008,4,29,34,P27
2008,4,29,35,P29
2008,4,29,36,P30
2008,4,29,37,P30
2008,4,29,38,P30
2008,4,29,39,P31
2008,4,29,40,P32
2008,4,29,41,P32
2008,4,29,42,P33
2008,4,29,43,P33
2008,4,29,44,P34
2008,4,29,45,P34
2008,4,29,46,P35
2008,4,29,47,P36
2008,4,29,48,P36
2008,4,29,49,P38
2008,4,29,50,P38
2008,4,29,51,P38
2008,4,29,52,P39
2008,4,29,53,P39
2008,4,29,54,P40
2008,4,29,55,P40
2008,4,29,56,P42
2008,4,29,57,P43
2008,4,29,58,P43
2008,4,29,59,P44
2008,4,29,60,P44
2008,4,29,61,P45
2008,4,29,62,P46
2008,4,29,63,P46
2008,4,29,64,P47
2008,4,29,65,P47
2008,4,29,66,P48
2008,4,29,67,P48
2008,4,29,68,P49
2008,4,29,69,P50
2008,4,29,70,P50
2008,4,29,71,P51
2008,4,29,72,P51
2008,4,29,73,P52
2008,4,29,74,P52
2008,4,29,75,P53
2008,4,29,76,P55
2008,4,29,77,P55
2008,4,29,78,P61
2008,4,29,79,P61
2008,4,29,80,P62
2008,4,29,81,P62
2008,4,29,82,P62
2008,4,29,83,P63
2008,4,29,84,P64
2008,4,29,85,P64
2008,4,29,86,P72
2008,4,29,87,P70
2008,4,29,88,P67
2008,4,29,89,P65
2008,4,29,90,P66
2008,4,29,91,P73
2008,4,29,92,P73
2008,4,29,93,P74
2008,4,29,94,P74
2008,4,29,95,P75
2008,4,29,96,P75
2008,4,29,97,P76
2008,4,29,98,P76
2008,4,29,99,P77
2008,4,29,100,P77
2008,4,29,101,P78
2008,4,29,102,P78
2008,4,29,103,P78
2008,4,29,104,P77
2008,4,29,105,P78
2008,4,29,106,P80
2008,4,29,107,P80
2008,4,29,108,P81
2008,4,29,109,P81
2008,4,29,110,P82
2008,4,29,111,P82
2008,4,29,112,P55
2008,4,29,1,A1
2008,4,29,2,A16
2008,4,29,3,A15
2008,4,29,4,A13
2008,4,29,5,A5
2008,4,29,6,A8
2008,4,29,7,A21
2008,4,29,8,A33
2008,4,29,9,P9
2008,4,29,10,P39
2008,4,29,11,P47
2008,4,29,12,P49
2008,4,29,13,P16
2008,4,29,14,C17
2008,4,29,15,C47
2008,4,29,1,B12
2008,4,29,2,B16
2008,4,29,3,B2
2008,4,29,4,B11
2008,4,29,1,C31
2008,4,29,2,C55
2008,4,29,3,C44
2008,4,29,1,A22
2008,4,29,2,A33
2008,4,29,3,C21
2008,4,29,1,C40
2008,4,29,1,A11
2008,4,29,2,A2
2008,4,29,3,B11
2008,4,29,4,B16
2008,4,29,5,C2
2008,4,29,6,C5
2008,4,29,7,C17
2008,4,29,1,C15
2008,4,29,1,B12
2008,4,29,2,B13
2008,4,29,3,B19
2008,4,29,4,B30
2008,4,29,5,B31
2008,4,29,6,B25
2008,4,29,7,B24
2008,4,29,8,B23
2008,4,29,9,A12
2008,4,29,10,P33
2008,4,29,1,C53
2008,4,29,1,B32
2008,4,29,2,A27
2008,4,29,3,A29
2008,4,29,4,A10
2008,4,29,1,A18
2008,4,29,2,A7
2008,4,29,3,B23
2008,4,29,4,B26
2008,4,29,5,B19
2008,4,29,6,B27
2008,4,29,7,B23
2008,4,29,8,P15
2008,4,29,9,P1
2008,4,29,10,P17
2008,4,29,1,A15
2008,4,29,1,C18
2008,4,29,2,C12
2008,4,29,1,B10
2008,4,29,2,B15
2008,4,29,3,B3
2008,4,29,4,B3
2008,4,29,5,C14
2008,4,29,6,P1
2008,4,29,7,P6
2008,4,29,8,P17
2008,4,29,1,A1
2008,4,29,2,A2
2008,4,29,3,A3
2008,4,29,4,A4
2008,4,29,5,A5
2008,4,29,6,A6
2008,4,29,7,A7
2008,4,29,8,A8
2008,4,29,9,A13
2008,4,29,10,A16
2008,4,29,11,C5
2008,4,29,12,C7
2008,4,29,13,C10
2008,4,29,14,C13
2008,4,29,15,C14
2008,4,29,16,C42
2008,4,29,17,P14
2008,4,29,18,P15
2008,4,29,19,P6
2008,4,29,20,P48
2008,4,29,1,A4
2008,4,29,2,A4
2008,4,29,3,A29
2008,4,29,4,A41
2008,4,29,5,P5
2008,4,29,6,P5
2008,4,29,7,P35
2008,4,29,8,P56
2008,4,29,9,P60
2008,4,29,10,C7
2008,4,29,11,P59
2008,4,29,12,P12
2008,4,29,13,P6
2008,4,29,1,P16
2008,4,29,2,B19
2008,4,29,3,B28
2008,4,29,4,B5
2008,4,29,1,C14
2008,4,29,2,A2
2008,4,29,3,A18
2008,4,29,4,A18
2008,4,29,5,A11
2008,4,29,1,A13
2008,4,29,2,A18
2008,4,29,3,A33
2008,4,29,4,C4
2008,4,29,5,C25
2008,4,29,6,C56
2008,4,29,1,P6
2008,4,29,1,B4
2008,4,29,1,A11
2008,4,29,2,A38
2008,4,29,1,P36
2008,4,29,2,P49
2008,4,29,3,P70
2008,4,29,4,B11
2008,4,29,1,P11
2008,4,29,1,A4
2008,4,29,2,A2
2008,4,29,3,B9
2008,4,29,1,A4
2008,4,29,2,A25
2008,4,29,3,A27
2008,4,29,4,C7
2008,4,29,5,C46
2008,4,29,1,B4
2008,4,29,2,A28
2008,4,29,3,P24
2008,4,29,4,P27
2008,4,29,1,A11
2008,4,29,2,A4
2008,4,29,3,C9
2008,4,29,4,C5
2008,4,29,5,C56
2008,4,29,6,C57
2008,4,29,7,C56
2008,4,29,8,A9
2008,4,29,9,A42
2008,4,29,10,C41
2008,4,29,11,P26
2008,4,29,12,P39
2008,4,29,13,P50
2008,4,29,14,P61
2008,4,29,15,C56
2008,4,29,16,C29
2008,4,29,17,C26
2008,4,29,18,C49
2008,4,29,19,C53
2008,4,29,20,C42
2008,4,29,21,C12
2008,4,29,22,C15
2008,4,29,23,C24
2008,4,29,24,C40
2008,4,29,25,C51
2008,4,29,26,C37
2008,4,29,27,C50
2008,4,29,28,C56
2008,4,29,29,C44
2008,4,29,30,C46
2008,4,29,31,C28
2008,4,29,32,C30
2008,4,29,33,C36
2008,4,29,34,C8
2008,4,29,35,C26
2008,4,29,36,C51
2008,4,29,37,C56
2008,4,29,38,C56
2008,4,29,39,P4
2008,4,29,40,P5
2008,4,29,41,P18
2008,4,29,42,P19
2008,4,29,43,P29
2008,4,29,44,P74
2008,4,29,45,C56
2008,4,29,1,P6
2008,4,29,2,P48
2008,4,29,1,C7
2008,4,29,2,P1
2008,4,29,1,A11
2008,4,29,2,B3
2008,4,29,3,A6
2008,4,29,4,C18
2008,4,29,5,C11
2008,4,29,6,C1
2008,4,29,7,C4
2008,4,29,8,C13
2008,4,29,9,C5
2008,4,29,10,A12
2008,4,29,11,A11
2008,4,29,1,A5
2008,4,29,1,P17
2008,4,29,1,P49
2008,4,29,2,P47
2008,4,29,1,A18
2008,4,29,2,A20
2008,4,29,3,A20
2008,4,29,4,A31
2008,4,29,5,C7
2008,4,29,6,C7
2008,4,29,7,C40
2008,4,29,8,C48
2008,4,29,9,P39
2008,4,29,10,P72
2008,4,29,11,C20
2008,4,29,12,C35
2008,4,29,13,C47
2008,4,29,14,A20
2008,4,29,15,A18
2008,4,29,16,C7
2008,4,29,17,C47
2008,4,29,18,C48
2008,4,29,19,C43
2008,4,29,20,C49
2008,4,29,21,C55
2008,4,29,22,C48
2008,4,29,23,C7
2008,4,29,24,A18
2008,4,29,25,C48
2008,4,29,26,C47
2008,4,29,27,A31
2008,4,29,28,C7
2008,4,29,1,B4
2008,4,29,2,A15
2008,4,29,1,P12
2008,4,29,2,P12
2008,4,29,1,B24
2008,4,29,1,B24
2008,4,29,1,B30
2008,4,29,2,B23
2008,4,29,3,A31
2008,4,29,4,C17
2008,4,29,1,P6
2008,4,29,2,A27
